LoanID,loan_amnt,funded_amnt,funded_amnt_inv,sub_grade,term,emp_length,int_rate,annual_inc,dti,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,collections_12_mths_ex_med,mths_since_last_major_derog,last_week_pay,acc_now_delinq,tot_coll_amt,tot_cur_bal,total_rev_hi_lim,Output
LoanID55345901,5000,5000,5000.0,3,36,4,6.89,44236.0,21.32,1,0,19,70,11,0,5687,11.5,29,183.78,0.0,0.0,0.0,0,70,31,0,0,57897.0,49500,0
LoanID57175359,28000,28000,28000.0,12,60,2,9.17,85000.0,4.31,0,0,31,70,5,0,2069,8.2,10,1226.74,0.0,0.0,0.0,0,44,26,0,0,146182.0,25100,0
LoanID46497625,22000,22000,22000.0,32,60,0,16.55,55000.0,17.32,0,0,74,70,11,0,14760,74.2,18,2588.45,0.0,0.0,0.0,0,44,39,0,0,25315.0,19900,0
LoanID65668618,13550,13550,13475.0,33,36,4,16.99,60000.0,25.54,1,2,31,31,13,2,8043,54.0,15,550.32,0.0,0.0,0.0,1,7,13,0,0,42886.0,14800,0
LoanID65650493,10000,10000,10000.0,15,36,2,11.53,58000.0,11.65,0,0,31,77,5,1,5635,26.1,7,177.11,0.0,0.0,0.0,0,44,13,0,128,12743.0,21600,0
LoanID71336926,16000,16000,16000.0,1,36,1,5.32,50000.0,18.71,1,0,13,70,11,0,18300,27.4,24,66.2,0.0,0.0,0.0,0,44,4,0,0,26807.0,110500,0
LoanID31127663,12000,12000,12000.0,15,60,5,12.49,73600.0,8.94,0,0,31,70,12,0,20104,41.1,26,1663.15,0.0,0.0,0.0,0,44,61,0,0,41719.0,48900,0
LoanID36144790,30000,30000,30000.0,12,60,4,9.49,120000.0,14.94,0,0,31,70,29,0,22793,15.9,58,2859.78,0.0,0.0,0.0,0,44,56,0,0,214384.0,143100,0
LoanID7688708,8000,8000,7950.0,12,36,3,10.64,42000.0,25.3,0,0,31,70,9,0,13574,76.3,15,1331.37,0.0,0.0,0.0,0,44,131,0,0,161474.0,17800,0
LoanID31337166,14500,14500,14500.0,14,36,9,11.67,90000.0,34.15,1,1,17,70,7,0,11933,25.3,30,1754.73,0.0,0.0,0.0,0,17,65,0,0,41019.0,47100,0
LoanID70965225,25150,25150,25150.0,13,36,5,9.76,130000.0,32.74,1,1,4,70,8,0,31941,51.3,36,177.28,0.0,0.0,0.0,0,44,4,0,0,108745.0,62300,0
LoanID8102164,7200,7200,7200.0,35,36,6,20.31,62268.0,30.87,13,2,14,70,21,0,7231,62.9,39,2318.77,0.0,0.0,0.0,0,14,122,0,0,403512.0,11500,0
LoanID6998278,21200,21200,21200.0,24,36,10,16.29,60000.0,24.8,0,1,31,70,18,0,20631,66.3,37,5591.7,0.0,0.0,0.0,0,44,135,0,0,98749.0,31100,0
LoanID46456184,10150,10150,10150.0,34,60,10,17.57,28200.0,25.06,0,0,31,73,5,1,2262,20.2,8,1403.05,0.0,0.0,0.0,0,44,44,0,0,14677.0,11200,0
LoanID59660764,18000,18000,18000.0,34,60,10,17.57,51650.0,24.51,0,1,53,77,12,1,9453,62.2,52,1272.05,0.0,0.0,0.0,0,53,22,0,0,25608.0,15200,0
LoanID7648470,22000,22000,22000.0,22,60,3,14.33,50300.0,14.17,0,0,58,70,11,0,12061,53.6,24,6403.15,0.0,0.0,0.0,0,44,131,0,0,52348.0,22500,0
LoanID69890060,12000,12000,11950.0,33,60,8,16.99,43000.0,23.61,0,0,31,70,16,0,11990,53.3,24,327.86,0.0,0.0,0.0,0,44,9,0,0,168733.0,22500,0
LoanID42982857,16000,16000,16000.0,4,36,10,7.49,130000.0,15.91,1,0,18,70,9,0,17033,58.9,32,952.74,0.0,0.0,0.0,0,46,48,0,587,795423.0,28900,0
LoanID1072349,16000,16000,16000.0,23,60,10,15.61,92000.0,11.33,0,2,31,86,9,1,9800,49.7,18,4712.97,0.0,0.0,0.0,0,44,122,0,0,237669.0,19700,0
LoanID69604027,15000,15000,15000.0,24,60,3,13.67,60000.0,17.8,0,0,31,70,6,0,16200,97.6,10,351.14,0.0,0.0,0.0,0,44,9,0,0,24110.0,16600,0
LoanID14637330,12000,12000,11900.0,11,36,10,9.17,42000.0,23.91,2,0,14,70,14,0,3733,22.9,27,1190.74,0.0,0.0,0.0,0,14,70,0,0,33335.0,16300,0
LoanID23011940,20000,20000,20000.0,24,60,7,14.49,140000.0,23.96,0,1,64,70,10,0,39289,82.4,26,2923.39,23.52,0.0,0.0,0,44,57,0,0,381762.0,47700,0
LoanID60868554,35000,35000,35000.0,23,36,10,13.33,150000.0,2.4,1,1,5,70,11,0,2918,62.1,24,362.88,0.0,0.0,0.0,0,44,4,0,0,317022.0,4700,1
LoanID45261418,28000,28000,28000.0,4,36,10,6.92,101000.0,8.88,2,0,16,70,13,0,48930,71.7,30,1418.89,0.0,0.0,0.0,1,16,44,0,91996,74344.0,68200,0
LoanID66056008,5600,5600,5600.0,12,36,10,9.17,50000.0,5.23,2,0,12,70,10,0,6260,52.1,24,92.76,0.0,0.0,0.0,0,14,9,0,0,6557.0,13200,0
LoanID37708163,6000,6000,6000.0,4,36,10,7.49,117000.0,11.83,0,0,75,70,13,0,12544,42.4,25,284.63,0.0,0.0,0.0,0,75,35,0,170,357373.0,29600,1
LoanID1607923,9000,9000,8975.0,23,36,0,15.31,40000.0,23.52,0,1,31,70,15,0,7290,57.4,25,2308.54,0.0,0.0,0.0,0,44,170,0,0,80669.5,23700,1
LoanID50156851,22300,22300,22300.0,31,60,10,15.61,58000.0,31.72,0,2,31,70,11,0,10075,28.1,28,2208.78,0.0,0.0,0.0,0,44,35,0,0,207856.0,35800,0
LoanID1505478,16800,16800,16800.0,13,60,5,12.12,38000.0,14.78,0,0,31,70,8,0,20295,64.8,12,4093.02,0.0,0.0,0.0,0,44,131,0,0,80669.5,23700,1
LoanID21658889,17000,17000,17000.0,45,60,10,22.15,49000.0,24.79,0,1,81,70,22,0,13582,35.1,38,5409.95,0.0,0.0,0.0,0,44,83,0,0,187785.0,38700,0
LoanID1572896,18000,18000,17975.0,4,36,10,7.9,150000.0,7.86,0,1,81,49,17,1,4593,13.2,43,1308.09,0.0,0.0,0.0,0,44,61,0,0,80669.5,23700,1
LoanID21117715,28000,28000,28000.0,5,36,2,8.39,115000.0,11.29,0,0,49,70,10,0,12582,51.4,29,2868.57,0.0,0.0,0.0,0,44,83,0,1687,45602.0,24500,0
LoanID14648408,9000,9000,9000.0,14,36,10,12.49,25000.0,16.61,0,0,31,70,7,0,9285,68.8,12,1034.0,0.0,0.0,0.0,0,44,52,0,0,20964.0,13500,1
LoanID61465550,26100,26100,25950.0,33,36,5,16.99,58000.0,14.03,1,1,19,70,14,0,17326,42.0,23,1717.85,0.0,0.0,0.0,0,44,22,0,0,23927.0,41100,0
LoanID69655768,30000,30000,30000.0,22,60,4,12.59,150000.0,15.34,1,0,2,70,13,0,26365,32.4,27,583.74,0.0,0.0,0.0,0,44,9,0,0,74619.0,81300,0
LoanID73039883,12000,12000,12000.0,3,36,0,6.99,100000.0,6.9,0,1,62,70,10,0,18613,49.0,16,0.0,0.0,0.0,0.0,0,44,48,0,0,18613.0,38050,0
LoanID14639046,6000,6000,6000.0,33,36,10,18.25,390000.0,3.74,1,4,12,70,13,0,5050,47.2,25,1519.79,15.0,0.0,0.0,0,48,96,0,670,36054.0,10700,0
LoanID64213000,20875,20875,20850.0,64,60,10,28.49,58000.0,15.68,0,1,31,70,8,0,8564,67.4,9,0.0,0.0,0.0,0.0,0,44,48,0,0,28773.0,12700,0
LoanID21259336,2400,2400,2400.0,41,36,10,18.99,130000.0,1.37,0,0,31,70,3,0,777,77.7,15,182.69,0.0,311.53,3.1153,0,44,22,0,0,2540.0,1000,0
LoanID11816828,15000,15000,14900.0,14,36,1,12.85,120000.0,19.46,0,3,31,70,25,0,14475,89.4,35,2754.67,0.0,0.0,0.0,0,44,104,0,0,209503.0,16200,0
LoanID1109629,2400,2400,2400.0,15,36,5,12.69,92000.0,20.4,0,1,31,70,11,0,23347,88.1,39,495.87,0.0,0.0,0.0,0,44,161,0,0,80669.5,23700,1
LoanID416096,7000,7000,6754.96,43,36,3,16.32,55000.0,3.99,1,1,22,70,5,0,4747,93.1,10,1651.46,0.0,0.0,0.0,0,44,104,0,0,80669.5,23700,1
LoanID43122925,22325,22325,22325.0,34,60,10,17.14,52000.0,29.77,0,0,31,70,19,0,27283,73.7,26,3270.19,0.0,0.0,0.0,0,44,52,0,0,189210.0,37000,0
LoanID70388451,3500,3500,3500.0,2,36,5,6.24,38000.0,16.01,0,0,31,65,6,1,3005,62.0,12,15.77,0.0,0.0,0.0,0,62,4,0,0,12725.0,4850,0
LoanID28471064,7000,7000,7000.0,2,36,10,6.49,60000.0,3.66,0,2,30,70,10,0,7383,18.1,20,394.02,0.0,0.0,0.0,0,44,70,0,0,67211.0,40800,0
LoanID49292318,16975,16975,16975.0,55,60,0,25.57,34000.0,21.28,0,2,31,70,8,0,7950,69.1,9,3092.45,0.0,0.0,0.0,0,44,39,0,0,31287.0,11500,0
LoanID11786815,35000,35000,35000.0,31,36,10,16.99,84000.0,19.56,1,0,15,2,16,1,21671,52.5,43,2369.6,0.0,4470.43,44.7043,0,44,22,0,0,141512.0,41300,0
LoanID19315999,14000,14000,14000.0,24,60,8,14.49,45000.0,20.96,0,0,31,70,8,0,7007,40.3,12,2857.22,0.0,0.0,0.0,0,44,83,0,0,17022.0,17400,0
LoanID37105169,4800,4800,4800.0,25,36,10,14.99,55000.0,20.66,0,1,55,53,11,2,4592,36.2,27,708.21,0.0,0.0,0.0,0,55,61,0,0,38935.0,12700,0
LoanID7672057,14000,14000,14000.0,13,36,6,11.55,73000.0,14.91,0,1,37,70,12,0,14287,74.8,24,2510.64,0.0,0.0,0.0,0,37,131,0,0,397113.0,19100,0
LoanID51543005,30000,30000,30000.0,41,60,10,18.25,110000.0,22.22,0,1,31,70,12,0,66736,85.5,22,3483.64,0.0,0.0,0.0,0,44,35,0,420,268952.0,72300,0
LoanID70719694,14400,14400,14400.0,51,60,1,21.99,37000.0,31.93,0,1,34,99,14,1,8102,26.3,21,228.7,0.0,0.0,0.0,0,34,4,0,0,30098.0,30800,0
LoanID1240323,35000,35000,35000.0,12,36,7,10.65,90000.0,17.41,0,1,31,70,12,0,42673,41.3,42,6033.68,0.0,0.0,0.0,0,44,152,0,0,80669.5,23700,1
LoanID35112671,20000,20000,20000.0,12,60,9,10.15,67000.0,11.87,1,0,12,70,12,0,24388,47.9,33,2152.19,0.0,0.0,0.0,0,44,61,0,0,185010.0,50900,0
LoanID59145453,20000,20000,19900.0,32,60,10,16.55,54000.0,10.82,0,0,68,70,6,0,5652,67.3,20,1330.52,0.0,0.0,0.0,0,68,22,0,0,20974.0,8400,0
LoanID12419124,16000,16000,16000.0,15,36,0,13.53,52000.0,16.94,2,0,6,70,11,0,14872,57.6,20,1956.74,0.0,0.0,0.0,0,44,52,0,1251,30163.0,25800,1
LoanID67687183,20000,20000,20000.0,23,60,10,13.33,110000.0,13.47,0,0,63,70,34,0,16909,67.4,49,426.9,0.0,0.0,0.0,0,74,9,0,0,352644.0,25100,0
LoanID59673600,12000,12000,12000.0,25,36,4,14.65,108000.0,10.77,0,3,31,83,12,1,8260,48.6,20,679.92,0.0,0.0,0.0,0,44,22,0,910,371710.0,17000,0
LoanID70367633,5000,5000,5000.0,14,36,5,10.64,49000.0,1.22,0,1,31,70,4,0,602,18.2,11,41.37,0.0,0.0,0.0,1,44,4,0,2545,49447.0,3300,0
LoanID11517981,29700,29700,29700.0,23,60,10,14.98,170000.0,23.74,1,0,23,70,15,0,84512,46.5,32,7629.09,0.0,0.0,0.0,0,44,104,0,0,729286.0,149900,0
LoanID67777521,4800,4800,4800.0,12,36,3,9.17,385000.0,5.25,1,0,17,70,5,0,15690,95.1,16,70.02,0.0,0.0,0.0,0,48,9,0,0,1275731.0,16500,0
LoanID45310887,20000,20000,20000.0,12,36,6,9.17,93600.0,33.38,2,0,1,70,17,0,54506,57.3,44,1348.01,0.0,0.0,0.0,0,44,44,2,0,369867.0,95100,0
LoanID47159692,4000,4000,4000.0,14,36,10,10.99,50000.0,12.79,2,0,8,70,10,0,4134,14.4,14,295.49,0.0,0.0,0.0,0,11,39,0,0,10989.0,28700,0
LoanID66722772,10900,10900,10900.0,21,36,6,12.29,35000.0,35.94,0,1,31,65,9,1,8748,47.3,40,312.26,0.0,0.0,0.0,0,44,13,0,0,142058.0,18500,0
LoanID48592531,15000,15000,15000.0,11,36,10,8.18,62000.0,12.21,0,0,31,70,6,0,2154,40.6,15,512.87,0.0,0.0,0.0,0,44,22,0,0,109299.0,5300,1
LoanID8199711,28000,28000,27950.0,42,60,8,21.15,109000.0,24.02,0,2,31,70,19,0,16363,27.1,63,11473.46,0.0,0.0,0.0,0,44,117,0,0,419933.0,60300,1
LoanID42712199,20325,20325,20325.0,11,36,2,8.67,57000.0,29.24,0,1,31,70,24,0,23615,23.9,57,1403.96,0.0,0.0,0.0,0,44,48,0,527,236818.0,99000,0
LoanID25305723,10000,10000,10000.0,4,36,7,7.69,82500.0,16.83,0,1,33,70,16,0,11298,39.2,41,870.58,0.0,0.0,0.0,0,33,78,0,1526,230826.0,28800,0
LoanID27218478,12800,12800,12800.0,21,60,7,12.99,44000.0,23.3,6,0,6,70,19,0,9937,21.1,29,1967.34,0.0,0.0,0.0,0,19,65,0,0,197387.0,47000,1
LoanID8728824,10275,10275,10275.0,11,36,10,9.71,29600.0,13.63,0,1,31,70,16,0,12882,33.2,27,1516.69,0.0,0.0,0.0,0,44,122,0,0,38375.0,38800,0
LoanID27770420,7000,7000,7000.0,42,36,8,19.52,32500.0,27.66,0,0,31,70,8,0,12631,66.8,11,1517.06,0.0,0.0,0.0,0,44,70,0,0,21810.0,18900,0
LoanID842080,25000,25000,24975.0,24,36,6,13.8,96000.0,1.48,0,3,38,70,7,0,6357,25.0,21,5667.32,0.0,0.0,0.0,0,44,161,0,0,80669.5,23700,1
LoanID58369313,15000,15000,15000.0,45,36,9,20.99,35000.0,15.43,0,1,48,88,17,1,12268,53.8,33,1380.86,0.0,0.0,0.0,0,44,26,0,0,15550.0,22800,0
LoanID25526064,15000,15000,15000.0,13,36,3,10.99,45000.0,16.16,0,0,31,76,8,1,26955,74.1,17,1777.99,0.0,0.0,0.0,0,44,70,0,0,26955.0,36400,1
LoanID18605327,8150,8150,8150.0,34,36,4,17.57,60000.0,28.09,0,1,31,70,15,0,21177,54.4,29,677.11,0.0,0.0,0.0,0,44,26,0,0,52359.0,38900,1
LoanID59349233,6000,6000,5975.0,15,36,5,11.53,40000.0,16.47,0,0,37,70,12,0,8149,69.6,33,266.95,0.0,0.0,0.0,0,37,22,0,2361,149955.0,11700,0
LoanID70259958,14000,14000,14000.0,12,36,0,9.17,58000.0,29.67,0,0,31,70,24,0,38686,43.9,54,99.85,0.0,0.0,0.0,0,44,9,0,0,120660.0,88197,0
LoanID1208136,3000,3000,3000.0,13,36,0,11.71,45000.0,15.23,0,0,31,70,5,0,863,86.3,8,569.92,0.0,0.0,0.0,0,44,157,0,0,80669.5,23700,1
LoanID57444862,23325,23325,23300.0,51,60,7,21.99,63000.0,22.21,0,0,60,70,6,0,4443,81.0,18,2475.06,0.0,0.0,0.0,0,35,26,0,0,59812.0,5500,0
LoanID67109138,30000,30000,30000.0,21,36,7,12.05,130000.0,7.56,2,0,15,70,13,0,12924,62.7,19,555.34,0.0,0.0,0.0,0,44,9,0,0,21024.0,20600,0
LoanID43906107,22000,22000,22000.0,22,36,0,12.69,72000.0,30.42,0,0,41,70,22,0,20109,69.1,53,2052.88,0.0,0.0,0.0,0,41,43,0,0,130027.0,36500,0
LoanID11116763,6500,6500,6500.0,12,36,1,10.99,29900.0,23.56,0,0,31,111,5,1,5289,49.4,17,1036.06,0.0,0.0,0.0,0,44,109,0,0,10814.0,10700,0
LoanID63592965,25000,25000,25000.0,11,60,0,8.18,135000.0,13.54,0,1,31,70,13,0,28258,84.9,33,673.43,0.0,0.0,0.0,0,44,17,0,0,315571.0,33300,0
LoanID36945138,7200,7200,7200.0,5,36,6,8.19,18024.0,9.72,0,0,68,55,12,1,2755,28.7,44,571.61,0.0,0.0,0.0,0,69,61,0,0,2755.0,9600,0
LoanID1599768,21625,21625,21625.0,42,60,10,20.5,45000.0,32.51,0,0,45,70,7,0,17468,93.9,20,9392.55,14.95021077,2279.63,22.6235,0,44,126,0,0,80669.5,23700,0
LoanID46051693,22675,22675,22675.0,51,60,10,22.99,54051.0,18.21,0,0,39,70,12,0,25885,77.3,26,4129.41,0.0,0.0,0.0,0,70,44,0,0,25885.0,33500,0
LoanID70649380,9200,9200,9200.0,11,36,0,8.38,20000.0,13.81,0,1,31,70,5,0,5901,31.1,13,87.81,0.0,0.0,0.0,0,44,4,0,0,22363.0,19000,0
LoanID55326418,16400,16400,16400.0,44,60,3,19.99,55000.0,34.67,0,1,31,70,17,0,22877,69.3,45,1836.18,0.0,0.0,0.0,0,44,31,0,0,259654.0,33000,0
LoanID2557781,16500,16500,16500.0,34,60,5,19.05,110000.0,10.05,0,1,78,70,7,0,15597,73.2,18,7528.82,0.0,0.0,0.0,0,79,161,0,0,26566.0,21300,0
LoanID45440670,11950,11950,11925.0,52,60,10,23.99,35000.0,14.71,0,2,32,70,11,0,5713,16.4,15,2273.58,0.0,0.0,0.0,0,32,44,0,0,5713.0,34900,0
LoanID53233008,4500,4500,4500.0,12,36,10,9.17,106400.0,9.39,2,0,21,70,7,0,12686,78.8,20,217.25,0.0,0.0,0.0,0,21,31,0,0,38691.0,16100,0
LoanID71318975,18350,18350,18350.0,32,60,10,16.55,55000.0,33.93,1,1,4,59,10,1,5369,46.0,19,278.39,0.0,0.0,0.0,0,67,4,0,0,82172.0,11610,0
LoanID23653876,12000,12000,12000.0,35,60,8,18.24,92000.0,14.6,0,4,24,70,18,0,9618,33.7,41,1598.74,0.0,0.0,0.0,0,44,39,0,0,344169.0,28500,1
LoanID6467988,21000,21000,21000.0,45,60,6,22.47,125000.0,13.47,0,2,31,47,9,2,15776,51.1,18,4465.44,0.0,0.0,0.0,0,44,52,0,0,583364.0,30900,1
LoanID13967702,7000,7000,6975.0,12,36,10,10.99,160000.0,15.88,0,1,45,70,12,0,32991,77.4,22,1038.97,0.0,0.0,0.0,0,44,95,0,0,261450.0,42600,0
LoanID37105807,19600,19600,19600.0,31,36,7,15.59,45000.0,25.76,0,0,48,70,6,0,31068,95.6,12,2739.54,0.0,0.0,0.0,0,44,52,0,0,145255.0,32500,1
LoanID8229069,10000,10000,10000.0,11,36,10,9.71,90000.0,14.7,0,1,72,70,7,0,2114,81.3,21,1495.34,0.0,0.0,0.0,0,44,126,0,0,220734.0,2600,0
LoanID65581774,16000,16000,16000.0,5,36,10,7.89,130000.0,26.8,0,0,31,70,21,0,38859,80.0,34,290.25,0.0,0.0,0.0,0,44,13,0,0,326635.0,48600,0
LoanID42648923,13000,13000,13000.0,5,36,1,8.19,52000.0,13.71,0,0,26,68,14,1,9334,49.6,36,562.89,0.0,0.0,0.0,0,44,35,0,834,15925.0,18800,0
LoanID57215409,11000,11000,11000.0,13,60,2,9.99,55000.0,25.05,0,0,31,70,13,0,13073,59.7,18,525.41,0.0,0.0,0.0,0,44,26,0,0,66547.0,21900,0
LoanID51944396,12450,12450,12450.0,25,36,8,14.65,68000.0,9.32,0,0,43,62,11,2,2510,27.0,18,1019.45,0.0,0.0,0.0,0,44,31,0,458,61199.0,9300,1
LoanID9658256,11000,11000,11000.0,12,36,1,10.99,35000.0,26.23,0,0,31,70,20,0,11011,46.1,28,1787.72,0.0,0.0,0.0,0,44,113,0,0,99488.0,23900,0
LoanID53959624,18000,18000,18000.0,2,36,0,6.24,105000.0,6.62,0,0,31,70,5,0,24981,69.4,7,592.5,0.0,0.0,0.0,0,44,31,0,0,24981.0,36000,0
LoanID61465202,20000,20000,20000.0,35,60,4,17.86,50100.0,19.59,0,1,31,61,14,1,12081,52.5,40,1093.72,0.0,0.0,0.0,0,44,17,0,131,40106.0,23000,0
LoanID70434098,3000,3000,3000.0,24,36,1,13.67,40000.0,37.35,0,1,31,70,8,0,36455,99.1,12,31.9,0.0,0.0,0.0,0,44,4,0,0,39636.0,36800,0
LoanID70284176,10000,10000,10000.0,21,36,7,12.05,78000.0,4.8,1,2,12,70,9,0,4174,23.9,23,130.54,0.0,0.0,0.0,0,37,9,0,2603,27105.0,18600,0
LoanID70233941,12000,12000,12000.0,5,36,0,7.89,90000.0,13.02,0,0,62,70,13,0,14289,52.0,21,73.64,0.0,0.0,0.0,0,62,4,0,0,39497.0,27500,0
LoanID39692918,10000,10000,10000.0,23,60,3,13.66,45000.0,29.12,0,0,31,70,10,0,9375,72.7,14,1259.42,0.0,0.0,0.0,0,44,57,0,0,55926.0,12900,0
LoanID9428169,26375,26375,26375.0,24,60,10,16.2,60000.0,18.46,0,0,31,70,8,0,27164,54.1,20,7036.38,0.0,0.0,0.0,0,44,100,0,0,152124.0,50200,1
LoanID21399483,22000,22000,22000.0,4,36,2,7.69,90000.0,16.37,0,0,31,70,7,0,21992,57.0,11,1992.05,0.0,0.0,0.0,0,44,78,0,0,53692.0,38600,0
LoanID23062750,15000,15000,15000.0,31,60,10,15.61,60000.0,24.68,1,0,9,70,15,0,16623,78.8,52,3156.62,0.0,0.0,0.0,0,9,78,0,0,119007.0,21100,0
LoanID58680162,7500,7500,7500.0,14,36,3,10.99,63200.0,8.58,0,0,31,70,5,0,6031,48.6,17,382.96,0.0,0.0,0.0,0,44,26,0,0,84473.0,12400,0
LoanID7537452,10000,10000,10000.0,14,36,6,12.35,45000.0,32.8,0,0,31,93,9,1,3689,64.7,18,919.24,0.0,0.0,0.0,0,44,43,0,0,154943.0,5700,0
LoanID16690685,10000,10000,10000.0,23,36,6,14.64,36852.0,21.26,0,0,31,39,12,5,6700,34.2,16,1944.28,0.0,0.0,0.0,0,44,91,0,0,160755.0,19600,0
LoanID72489222,12000,12000,11750.0,11,36,0,8.38,33500.0,34.15,0,1,31,70,7,0,16235,55.0,11,0.0,0.0,0.0,0.0,0,44,48,0,0,39752.0,29500,0
LoanID49871795,23925,23925,23925.0,51,60,2,22.99,60000.0,18.9,0,3,31,77,9,1,5663,49.2,24,3515.95,0.0,0.0,0.0,0,44,35,0,0,104546.0,11500,0
LoanID1225115,20000,20000,19700.0,15,60,4,12.69,55000.0,29.26,0,0,31,70,7,0,18865,66.4,21,5565.81,0.0,0.0,0.0,0,44,148,0,0,80669.5,23700,1
LoanID65569473,2000,2000,2000.0,11,36,10,8.18,55000.0,20.88,1,1,45,70,17,0,11073,30.0,34,31.78,0.0,0.0,0.0,0,23,13,0,0,35816.0,37250,0
LoanID49575893,9975,9975,9975.0,31,36,3,15.61,28000.0,29.7,0,0,31,70,15,0,16922,93.5,20,1044.78,0.0,0.0,0.0,0,44,39,0,0,32579.0,18100,0
LoanID3956886,35000,35000,35000.0,24,36,10,16.29,80445.0,25.24,0,0,31,70,11,0,31341,95.6,32,7371.88,0.0,0.0,0.0,0,44,87,0,0,61080.0,32800,0
LoanID13147165,20000,20000,20000.0,25,36,10,16.24,220000.0,13.27,0,0,53,56,11,2,4799,62.3,25,4597.74,0.0,0.0,0.0,0,53,104,0,3400,329538.0,7700,0
LoanID8948242,10000,10000,10000.0,14,36,9,12.99,68000.0,14.7,0,3,31,70,12,0,7419,37.3,26,1929.6,0.0,0.0,0.0,0,44,109,0,0,33373.0,19900,1
LoanID10557641,13000,13000,13000.0,32,36,4,18.55,95000.0,12.14,0,2,31,70,13,0,9713,39.2,18,200.91,0.0,1808.96,18.0896,0,44,4,0,0,178923.0,24800,0
LoanID7642523,12000,12000,12000.0,14,36,3,12.35,35000.0,15.22,2,0,18,70,7,0,5050,82.8,10,2334.84,0.0,0.0,0.0,0,44,131,0,0,37951.0,6100,0
LoanID21318806,21000,21000,21000.0,13,36,10,10.99,120000.0,8.07,0,2,31,70,25,0,20099,26.6,37,2837.06,0.0,0.0,0.0,0,44,83,0,0,256274.0,75500,0
LoanID42586156,11975,11975,11975.0,21,60,7,12.39,64000.0,30.79,0,0,61,70,9,0,12902,67.5,25,1309.99,0.0,0.0,0.0,0,44,52,0,0,162464.0,19100,0
LoanID4719380,28000,28000,28000.0,3,36,6,7.62,145000.0,8.89,0,1,31,70,23,0,7859,14.0,37,3052.87,0.0,0.0,0.0,0,44,109,0,0,347081.0,56200,1
LoanID71210229,25000,25000,25000.0,1,36,6,5.32,78000.0,11.58,0,0,54,70,11,0,36465,45.0,20,96.05,0.0,0.0,0.0,0,54,4,0,0,216061.0,81000,0
LoanID9340904,13000,13000,13000.0,21,36,10,14.3,50000.0,17.26,0,0,30,70,6,0,11642,97.0,15,2834.2,0.0,0.0,0.0,0,30,117,0,0,295126.0,12000,0
LoanID946620,5500,5500,5425.0,1,36,2,5.42,35000.0,7.71,0,0,31,70,7,0,5975,21.5,12,470.27,0.0,0.0,0.0,0,44,157,0,0,80669.5,23700,1
LoanID59729609,14200,14200,14200.0,15,36,6,11.53,61000.0,29.1,0,1,77,70,5,0,7806,57.8,14,631.79,0.0,0.0,0.0,0,44,22,0,0,30235.0,13500,0
LoanID771068,4500,4500,4497.491474,3,60,5,6.17,55000.0,14.81,0,0,31,70,9,0,2645,13.8,18,741.16,0.0,0.0,0.0,0,44,265,0,0,80669.5,23700,1
LoanID43581038,6800,6800,6800.0,21,36,0,12.29,47900.0,12.1,0,0,31,70,6,0,13132,74.0,16,670.13,0.0,0.0,0.0,0,44,48,0,0,13889.0,17700,0
LoanID42535892,25000,25000,25000.0,2,36,2,6.49,200000.0,9.94,0,0,31,70,13,0,26150,50.1,33,1278.51,0.0,0.0,0.0,0,44,48,0,500,351928.0,58200,0
LoanID46616543,10000,10000,9950.0,14,36,0,10.99,145000.0,33.18,2,0,18,70,27,0,64001,81.4,43,738.73,0.0,0.0,0.0,0,44,39,0,0,300411.0,78600,0
LoanID51543244,19600,19600,19600.0,21,60,10,12.29,80000.0,14.48,0,0,55,49,7,1,336,5.8,28,1509.43,0.0,0.0,0.0,0,55,35,0,0,38990.0,5800,0
LoanID1027808,18000,18000,18000.0,25,36,10,15.23,93000.0,15.47,0,1,65,70,11,0,31800,66.0,28,4725.3,15.0,0.0,0.0,0,44,165,0,0,80669.5,23700,1
LoanID18435645,15000,15000,15000.0,4,36,10,7.69,55000.0,22.91,0,0,31,70,9,0,16251,64.7,29,837.36,0.0,0.0,0.0,0,44,39,0,0,136956.0,25100,1
LoanID8550779,12000,12000,12000.0,13,36,6,11.55,97519.0,16.56,1,0,16,70,10,0,5082,49.3,16,2122.03,0.0,0.0,0.0,0,44,122,0,0,22720.0,10300,0
LoanID46695971,23000,23000,23000.0,13,60,10,9.99,135000.0,23.0,2,0,16,70,15,0,26433,50.6,37,1619.72,0.0,0.0,0.0,0,44,39,0,0,317207.0,52200,0
LoanID67169387,20000,20000,20000.0,24,36,0,13.99,50000.0,21.17,0,2,31,70,8,0,29525,90.0,17,445.54,0.0,0.0,0.0,0,44,9,0,0,34706.0,32800,0
LoanID31517001,11675,11675,11675.0,35,36,10,18.24,56000.0,37.06,0,0,31,70,12,0,17619,71.0,26,2242.15,0.0,0.0,0.0,0,44,65,0,0,186750.0,24800,0
LoanID65002937,17650,17650,17650.0,34,36,2,17.57,70000.0,18.07,0,0,31,70,9,0,12457,50.0,10,741.46,0.0,0.0,0.0,0,44,13,0,0,223548.0,24900,0
